160.0,1,29.0,1,Poznañ £azarz Grunwald Górczyn Centrum Ogrody ul. £ukaszewicza - Po Remoncie!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŒWIADCZONYM I LICENCJONOWANYM POŒREDNIKIEM!!! GWARANCJA PEWNEGO ZAKUPU!!! Polecam do zakupu kawalerkê po³o¿on¹ na £azarzu ( ul. £ukaszewicza ). Na 29 m2 sk³adaj¹ siê ustawny pokój osobna kuchnia z oknem ...,nan,nan
252.0,3,48.0,1,Poznañ ul. Ognik,CENA ZAWIERA PROWIZJÊ! LOKAL NA GWARANCJI! Na sprzeda¿ lokal mieszkalny po³o¿ony w Poznaniu w dzielnicy Grunwald przy ul. Ognik z kilkunastominutowym dojazdem do centrum miasta œrodkami komunikacji miejskiej. Lokal usytuowany na wysokim parterze...,3.0, trzecie
950.0,5,161.3,1,Poznañ Stare Miasto Centrum,DU¯E MIESZKANIE W PRESI¯OWEJ LOKALIZACJI -KAMIENICA ODNOWIONA -5 POKOI G³ówne atuty nieruchomoœci: • presti¿owa lokalizacja • po remoncie generalnym Nieruchomoœæ z³o¿ona z: • pokój 28 m.kw • pokój 26 m.kw • pokój 27 5 m.kw • pokój 16 m.kw •...,nan,nan
299.0,3,58.2,1,Poznañ Rataje ul. Os.Powstañ Narodowych,Polecamy na sprzeda¿ b.³adne mieszkanie na I piêtrze w niskim bloku na os. Powstañ Narodowych. 3 niezale¿ne pokoje kuchnia z oknem ³azienka i WC osobno. Na pod³ogach w pokojach mozaika parkietowa okna PCV. Z du¿ego pokoju wyjœcie na loggie....,3.0, trzecie
579.0,4,112.0,1,Poznañ Podolany,OFERTA BEZPOŒREDNIA KUPUJ¥CY NIE P£ACI PROWIZJI Polecam na sprzeda¿ mieszkanie o powierzchni 111 36 mkw po³o¿one na parterze I piêtrze i poddaszu bêdzie siê sk³adaæ z pokoju dziennego kuchni trzech pokoi wc ³azienki pomieszczenia...,nan,nan
323.849,2,54.7,4,Poznañ Grunwald ul. Kamiennogórska,Mieszkaæ wœród spokojnej zieleni czy daæ siê porwaæ rytmowi miasta? Trudny wybór ale nie musi Ciê dotyczyæ jeœli zamieszkasz na M³odym Grunwaldzie! Poznaj miejsce dziêki któremu skorzystasz z wygód miasta i ciszy Lasku Marceliñskiego! Zrób...,2.0, drugie piêtro 
375.0,4,74.0,2,Poznañ Pi¹tkowo/Morasko ul. Romana Drewsa,Mieszkanie o powierzchni 74 5m2 Liczba pokoi: 4 Rok budowy: 1994 Stan prawny: spó³dzielcze w³asnoœciowe prawo do lokalu Piêtro: 1 Materia³: ceg³a Zapraszam do zapoznania siê z ofert¹ sprzeda¿y czteropokojowego mieszkania po³o¿onego w...,nan,nan
289.0,5,99.76,1,Poznañ Kameralne Osiedle Domów Energooszczêdnyc ul. Nowe Osiedle Tygrysie Dachowa Ul.Nowina,Skorzystaj z dop³aty MDM! Symulacja wysokoœci dop³at progmau Mieszkanie dla M³odych dla Osiedla Tygrysiego! Kwota kredytu 300 000 00 na okres 30 lat Singiel/Para/Ma³¿eñstwo bez dzieci dop³ata 22 926 00 rata miesiêczna kredytu 1 244 00 z³...,nan,nan
309.0,3,65.0,4,Poznañ Grunwald ul. Raszkowska,***OFERTA LICENCJONOWANEGO POŒREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI*** Polecam na sprzeda¿ przestronne mieszkanie na czwartym piêtrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Ze wzglêdu na ³adne skosy w kuchni i jednym pokoju...,3.0, trzecie
144.0,1,26.0,1,Poznañ Wilda £azarz Grunwald Centrum Hetmañs ul. Hetmañska,OKAZJA!!! Przedmiotem sprzeda¿y jest kawalerka po³o¿ona przy ulicy Hetmañskiej na Wildzie w Poznaniu. Lokal usytuowany jest na parterze w wysokim bloku. Na 26m2 sk³ada siê salon z aneksem kuchennym i ³azienka. Okna PCV. Na pod³odze panele....,nan,nan
279.0,2,48.0,2,Poznañ £azarz ul. Chociszewskiego,Na sprzeda¿ dwupokojowe mieszkanie 2 piêtro w kamienicy na £azarzu. Powierzchnia lokalu 48 2m2 dwa pokoje przestronny korytarz osobn¹ kuchniê ³azienkê i balkon oraz piwnica. W pokojach na pod³ogach ³adny parkiet w oknach rolety. Cicha spokojna...,2.0, drugie piêtro 
255.0,1,37.0,3,Poznañ Stare Miasto ul. Chwaliszewo,Polecam na sprzeda¿ 1 pokojowe mieszkanie o dobrym standardzie (37m2) W³asnoœciowe z ksiêg¹ wieczyst¹. Standard i wyposa¿enie: Umeblowanie takie jak na zdjêciach zawarte jest w cenie mieszkania. Mo¿liwoœæ ogl¹dania od zaraz kupna od 1...,nan,nan
385.0,2,61.2,1,Poznañ Naramowice ul. Naramowicka,DOSTÊPNE TYLKO W HOME BROKER! OFERTA NA WY£¥CZNOŒÆ! Przytulne mieszkanie na parterze w bloku mieszkalnym w Poznaniu w dzielnicy Naramowice. Dwa pokoje okna wychodz¹ce na wschód zachód; widok na inne budynki. Standard wykoñczenia: Œciany -...,2.0, drugie piêtro 
295.0,2,61.0,3,Poznañ Stare Miasto ul. Rybaki Pó³wiejska Strzelecka Miko³aja Kop,Atrakcyjne mieszkanie o powierzchni 58 m2 przy ulicy Rybaki w Centrum ! Mieszkanie usytuowane w kamienicy na trzecim piêtrze . Sk³ada siê z dwóch pokoi (salonu i sypialni) ³azienki z wc i kuchni . Ca³oœæ wy³o¿ona panelami ³azienka - p³ytki . W...,2.0, drugie piêtro 
270.0,2,69.0,3,Poznañ Grunwald ul. Romualda Traugutta,Polecam na sprzeda¿ przestronne 2-pokojowe mieszkanie o powierzchni 69m2 przy ul Romualda Traugutta. Lokal sk³ada siê z przestronnego pokoju (35m2) oraz mniejszego (17m2) przedpokoju osobnej kuchni oraz ³azienki. Mieszkanie jest w pe³ni...,2.0, drugie piêtro 
295.068,3,49.46,2,Poznañ Winogrady ul. Hawelañska,Osiedle Nowe Winogrady zbudowaliœmy w pó³nocnej czêœci Poznania w s¹siedztwie najwiêkszego w mieœcie parku Cytadela i terenów rekreacyjnych nad Wart¹. Pasjonaci historii mog¹ zwiedzaæ pobliskie stare forty z muzeami militariów. Lokalizacja...,3.0, trzecie
285.0,2,50.0,1,Poznañ Pi¹tkowo Naramowice Winogrady Morask ul. Sobieskiego,Oferujê na sprzeda¿ mieszkanie dwupokojowe na os. Sobieskiego na Pi¹tkowie. Mieszkanie po³o¿one na wysokim paterze w niskim 3-piêtrowym bloku. Mieszkanie sk³ada siê z dwóch pokoi oddzielnej kuchni ³azienki z oddzielnym WC. Nowe drzwi...,2.0, drugie piêtro 
233.0,1,31.0,3,Poznañ Pi¹tkowo Stare Miasto ul. Os.Batorego Niski Blok,Kawalerka 33 00m2 233.000z³ cena do negocjacji!!! Zapraszam do zapoznania siê z ofert¹ sprzeda¿y mieszkania po³o¿onego w dzielnicy Stare Miasto - Pi¹tkowo w bloku 3 piêtrowym na 3-cim piêtrze. Mieszkanie o powierzchni 33 00m2 obejmuje:jeden du¿y...,nan,nan
320.0,3,59.93,1,Poznañ Grunwald ul. Z¹bkowicka,Polecam na sprzeda¿ klimatyczne mieszkanie wraz z miejscem postojowym. Przedmiotem sprzeda¿y jest du¿e przestronne jasne 3-pokojowe mieszkanie o powierzchni 59 93 m2 usytuowane na 1 piêtrze nowoczesnego budynku z 2000 roku.Nieruchomoœæ...,3.0, trzecie
235.0,2,46.0,1,Poznañ Rataje ul. Os. Rusa,Na sprzeda¿ ustawne mieszkanie 2-pokojowe w Poznaniu na os. Rusa. Mieszkanie o pow. 45 50 m2 znajduje siê na wysokim parterze w 10-piêtrowym bloku. Uk³ad mieszkanie niezale¿ny. Dwa oddzielne pokoje (pow 18 i 10 40 m2) jasna kuchnia (8 m2) ...,2.0, drugie piêtro 
267.379,2,46.42,1,Poznañ Nowe Miasto ul. Smolna 13 D,Nieruchomoœci Mieszkania Nieruchomoœci Mieszkania,2.0, drugie piêtro 
499.0,3,90.0,3,Poznañ Strzeszyn Je¿yce ul. Fieldorfa Literacka,Polecam ATRAKCYJNE KOMFORTOWE mieszkanie 2 poziomowe o ³¹cznej ca³kowitej powierzchni ok. 90m2 na os. Strzeszyn Grecki. Lokal usytuowany jest na 3 i 4 piêtrze w nowym budynku z 2008 roku. Uk³ad pomieszczeñ: pierwszy poziom zajmuje salon z...,3.0, trzecie
167.99900000000002,1,37.0,1,Poznañ Wilda ul. Dezyderego Ch³apowskiego,Polecam na sprzeda¿ kawalerkê w rewitalizowanej kamienicy w centrum Poznania! Mieszkanie mieœci siê na wysokim parterze w kamienicy mieszkalnej. Obecnie na powierzchniê 37m2 sk³ada siê jeden du¿y pokój oddzielna kuchnia i ³azienka oraz...,nan,nan
300.0,4,70.0,1,Poznañ ul. Œródka Zawady Ma³achowskiego Tomickieg,Biuro Nieruchomoœci Credo poleca na sprzeda¿ mieszkanie 3-pokojowe o powierzchni 69 71 m2 usytuowane na parterze w niskim bloku z ceg³y z 1956 roku zlokalizowane na ul. Ma³achowskiego Œródka. Do mieszkania przynale¿y piwnica. Blok po...,nan,nan
319.0,2,55.0,1,Poznañ Winiary ul. Winiary,Na sprzeda¿ mieszkanie na Winiarach (okolica ulicy Pi¹tkowskiej) w nowszym budynku o ciekawej architekturze. Mieszkanie znajduje siê na pierwszym piêtrze posiada balkon. Powierzchniê 55 m2 stanowi¹: pokój dzienny (19 4 m2) sypialnia (12 4 m2) z...,2.0, drugie piêtro 
266.307,2,47.47,1,Poznañ Nowe Miasto ul. Smolna 13 D,Nieruchomoœci Mieszkania Nieruchomoœci Mieszkania,2.0, drugie piêtro 
417.0,3,55.0,5,Poznañ Rataje ul. Katowicka Rataje Malta Nowe Miasto Rataj,OFERTA LICENCJONOWANEGO POŒREDNIKA - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Polecam na sprzeda¿ gotowe do wprowadzenia piêkne trzy pokojowe mieszkanie o powierzchni 55 m2 na ostatnim 5 piêtrze bloku przy ulicy Katowickiej w...,3.0, trzecie
269.0,1,36.0,2,Poznañ Winogrady Naramowice Pi¹tkowo So³acz Cent ul. Serbska - Mieszkanie Do Wejœcia Polecam!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŒWIADCZONYM I LICENCJONOWANYM POŒREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu kawalerkê po³o¿on¹ na Winogradach w budynku Atanera ( ul. Naramowicka / Serbska ). Na 36 m2 sk³ada siê ustawny pokój...,nan,nan
183.0,1,33.13,4,Poznañ Stare Miasto ul. Piaskowa,BT licencjonowany poœrednik gwarancj¹ BEZPIECZNEJ TRANSAKCJI Na sprzeda¿ 2-pokojowe poddaszowe mieszkanie o pow. u¿ytkowej 33 13 m2 (po pod³odze: 36 45 m2) zlokalizowane w zrewitalizowanej kamienicy z 1905 roku przy skrzy¿owaniu ul. Garbary /...,nan,nan
290.0,3,54.0,3,Poznañ Stare Miasto ul. Os. Powstañców Warszawy,Polecam przytulne 3-pokojowe mieszkanie o powierzchni 54m2 po³o¿one na 3 piêtrze niskiego bloku na osiedlu Powstañców Warszawy. Mieszkanie w dobrej lokalizacji blisko PST i przystanek autobusowy. W poblizu CH PESTKA Kaufland Makro sklepiki...,3.0, trzecie
199.0,1,25.04,4,Poznañ Wilda ul. Topolowa,Szanowni Pañstwo zapraszamy do zapoznania siê z ofert¹ sprzeda¿y mieszkania w œcis³ym centrum Poznania! Lokale znajduj¹ siê w apartamentowcu z 2002 roku przy ulicy Topolowej tu¿ przy Parku Drwêskich. Budynek zlokalizowany 500 metrów od...,nan,nan
458.298,2,31.6,4,Poznañ Stare Miasto ul. Dominikañska,Zapraszamy do zapoznania siê z now¹ inwestycj¹ firmy Jakœ-Bud! Dominikañska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie ju¿ od 7.960 z³./m2 brutto. Ulica Dominikañska znajduje siê w samym sercu Poznania i...,2.0, drugie piêtro 
255.0,1,33.0,1,Poznañ Je¿yce,Oferta nr 15/MN/37 W pe³ni umeblowana i wyposa¿ona w wysokim standardzie kawalerka blisko parku So³ackiego! Œwietne miejsce dla studenta pracownika Uniwersytetu Przyrodniczego i nie tylko... Mieszkanie w tzw. plombie z 1995r na I piêtrze ...,nan,nan
345.0,3,84.0,1,Poznañ Winogrady Stare Miasto ul. Powstañców Warszawy,*** KUPUJ BEZPIECZNIE *** OFERTA LICENCJONOWANEGO POŒREDNIKA TO GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam na sprzeda¿ trzypokojowe mieszkanie w rewelacyjnej lokalizacji na Os. Powstañców Warszawy. Osiedle monitorowane bardzo zielone spokojne i...,3.0, trzecie
449.0,4,108.0,3,Poznañ Grunwald ul. Juliusza Kossaka,Rozk³adowe przytulne mieszkanie na trzecim piêtrze w kamienicy w Poznaniu w dzielnicy Grunwald. Cztery pokoje okna wychodz¹ce na pó³noc po³udnie wschód zachód; widok na inne budynki. Standard wykoñczenia: Œciany - g³adŸ gipsowa; Pod³ogi -...,nan,nan
420.0,3,74.6,1,Poznañ Górczyn ul. Kopanina,Przestronne mieszkanie na parterze w domu mieszkalnym w Poznaniu w dzielnicy Górczyn. Trzy pokoje z aneksem kuchennym okna wychodz¹ce na pó³noc po³udnie wschód zachód; widok na park. Standard wykoñczenia: Œciany - g³adŸ gipsowa; Pod³ogi -...,3.0, trzecie
235.0,2,38.0,9,Poznañ Winogrady ul. Os. Kosmonautów,Przytulne mieszkanie na dziewi¹tym piêtrze w wie¿owcu w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodz¹ce na zachód; widok na inne budynki. Standard wykoñczenia: Œciany - glazura; Pod³ogi - panele pod³ogowe; Okna - PCV; Parapety - PCV....,2.0, drugie piêtro 
329.0,3,58.62,1,Poznañ ul. Dolina,!!! 0% PROWIZJI OD KUPUJ¥CEGO !!! Oferujê 3- pokojowe mieszkanie z balkonem na 1- piêtrze wyremontowanej kamienicy na Górnej Wildzie. Kamienica znajduje siê w œcis³ym centrum przy ul. Dolina nieopodal skrzy¿owania ulic Chwia³kowskiego i Górna...,3.0, trzecie
355.0,3,64.0,1,Poznañ Rataje,| Mieszkanie idealne dla rodziny z dzieæmi lub jako inwestycja pod wynajem. Przestronne rozk³adowe mieszkanie trzypokojowe o powierzchni 63 5 m2 po³o¿one na I piêtrze w niskim bloku na osiedlu Stare ¯egrze. Niezale¿ny uk³ad pomieszczeñ. Pokój...,3.0, trzecie
349.0,2,55.0,1,Poznañ Stare Miasto Winogrady ul. Zbo¿owa,Trzypokojowe dobrze utrzymane mieszkanie na parterze bloku z ceg³y na Winogradach. G³ówne atuty nieruchomoœci: • bliskoœæ komunikacji miejskiej • cicha i spokojna okolica • bliskoœæ terenów zielonych Nieruchomoœæ z³o¿ona z: • pokój 18 m.kw •...,2.0, drugie piêtro 
249.0,2,46.76,1,Poznañ Grunwald ul. Biedrzyckiego,Przytulne mieszkanie na parterze w willi miejskiej w Poznaniu w dzielnicy Grunwald. Dwa pokoje z aneksem kuchennym okna wychodz¹ce na wschód zachód; widok na podwórko. Standard wykoñczenia: Œciany - g³adŸ gipsowa; Pod³ogi - panele pod³ogowe;...,2.0, drugie piêtro 
274.9,2,49.3,11,Poznañ Stare Miasto Pi¹tkowo,Polecam na sprzeda¿ przytulne i jasne mieszkanie dwupokojowe o powierzchni 49 3 m2. G³ówne atuty nieruchomoœci: • cicha i spokojna okolica • piekny widok • w pe³ni wykoñczony lokal Nieruchomoœæ z³o¿ona z: • pokój 20 3 m.kw • sypialnia 9 m.kw...,2.0, drugie piêtro 
345.0,2,51.0,2,Poznañ Wilda ul. Kosiñskiego,Przestronne mieszkanie na drugim piêtrze w bloku mieszkalnym w Poznaniu w dzielnicy Wilda. Dwa pokoje z aneksem kuchennym okna wychodz¹ce na wschód zachód; widok na inne budynki. Standard wykoñczenia: Œciany - g³adŸ gipsowa p³ytki PCV;...,2.0, drugie piêtro 
230.767,2,47.3,1,Poznañ Centrum,NAJWIÊKSZA OFERTA RYNKU PIERWOTNEGO W WIELKOPOLSCE !!! PONAD 50 INWESTYCJI DEWELOPERSKICH W POZNANIU I OKOLICACH W JEDNYM MIEJSCU !!! U NAS W BIURZE : - zapoznasz siê z aktualn¹ ofert¹ ponad 30 deweloperów - wspólnie z doradc¹ wybierzesz...,2.0, drugie piêtro 
250.0,1,35.0,3,Poznañ Pi¹tkowo ul. Ul. Teofila Mateckiego Obornicka,Polecam na sprzeda¿ mieszkanie o powierzchni 34 3m2 W³asnoœæ z KW. Kuchnia w zabudowie ( meble na wymiar) wyposa¿ona w sprzêty AGD- p³yta piekarnik zmywarka lodówka okap. W mieszkaniu zostaje wszystko ( tak ja na zdjêciach) Przedpokój -...,nan,nan
195.0,1,22.0,1,Poznañ Je¿yce ul. Zwierzyniecka Gajowa,Kawalerka blisko Centrum wolna od zaraz w budynku Ataner przy ulicy Zwierzynieckiej! Mieszkanie po³o¿one na pierwszym piêtrze sk³ada siê z pokoju z ankesem kuchennym ³azienki oraz korytarza o powierzchnia 21 2 Okna PCV. Œciany wyg³adzone. Pod³ogi...,nan,nan
226.0,3,45.0,3,Poznañ Grunwald ul. Promienista,6 6 3 - 7 8 3 - 4 4 4 == == == == == 3 pokoje (16m2 9m2 6m2) + BALKON + piwnica. 226.000z³ Osobna umeblowana kuchnia.   2 pokoje osobne trzeci przechodni mieszkanie po remoncie kilka lat temu. Blok: ocieplony i odœwie¿ony. Okna...,3.0, trzecie
600.0,3,106.0,2,Poznañ Je¿yce ul. D¹browskiego,Na sprzeda¿ piêkne mieszkanie 3-pokojowe z balkonem o powierzchni 106 m2 po³o¿one na 2 piêtrze w rewitalizowanej kamienicy o podwy¿szonym standardzie przy ulicy D¹browskiego. OPIS MIESZKANIA: Generalny remont mieszkania w 2010 roku. Wymieniono...,3.0, trzecie
239.0,2,37.9,3,Poznañ Wilda ul. Kosiñskiego,Wyj¹tkowe mieszkanie na Wildzie w dobrej lokalizacji! G³ówne atuty nieruchomoœci: • bliskoœæ komunikacji miejskiej • w pe³ni wykoñczony lokal • po remoncie generalnym Nieruchomoœæ z³o¿ona z: • pokój dzienny 17 m.kw • sypialnia 8 5 m.kw •...,2.0, drugie piêtro 
319.024,3,54.29,3,Poznañ Stare Miasto Naramowice ul. Naramowice,Gor¹co polecam trzypokojowe mieszkanie w cichej spokojnej okolicy na Naramowicach!!! OPIS MIESZKANIA: Mieszkanie trzypokojowe na Naramowicach o powierzchni 54 29 m2 znajduje siê na 3 piêtrze w niskim nowym bloku. Sk³ada siê z: salonu z wyjœciem...,3.0, trzecie
569.0,4,113.0,1,Poznañ Naramowice ul. B³a¿eja,NA SPRZEDA¯ wygodne przestronne mieszkanie idealne dla rodzin z dzieæmi zlokalizowane w bezpoœrednim s¹siedztwie Rezerwatu ¯urawiniec wyposa¿one w niedu¿y ale w³asny taras i ogródek. Okolica cicha zatopiona w piêknej przyrodzie....,nan,nan
139.0,1,31.2,3,Poznañ Dêbiec ul. £ozowa Kasztanowa,Okazja! Cena do negocjacji! Zapraszam do zapoznania siê z ofert¹ sprzeda¿y mieszkania po³o¿onego przy ulicy £ozowej. Atrakcyjna lokalizacja zapewnia szybk¹ i sprawn¹ komunikacjê z centrum miasta. Bliskie s¹siedztwo centrów handlowych ...,nan,nan
225.0,2,45.0,3,Poznañ Grunwald,Polecam mieszkanie na sprzeda¿: Lokalizacja Mieszkanie zlokalizowane jest w cichej i spokojnej okolicy w pobli¿u dzielnicy domków jednorodzinnych. W najbli¿szym otoczeniu znajduj¹ siê wszelkie udogodnienia: szko³a przedszkole sklepy park ...,2.0, drugie piêtro 
329.0,3,70.0,8,Poznañ Nowe Miasto ul. Or³a Bia³ego,Przedmiotem sprzeda¿y jest mieszkanie trzypokojowe o powierzchni ok.70 1m2 3 piêtro w Poznaniu w dzielnicy RATAJE Osiedle Or³a Bia³ego. Drzwi wejœciowe podwójne. Okna PCV. Œciany i sufity malowane farbami emulsyjnymi. Trzy pokoje wejœcie...,3.0, trzecie
209.0,2,42.5,9,Poznañ Poznañ-Grunwald ul. Izaaka Newtona,Polecam na sprzeda¿ 2-pokojowe mieszkanie o powierzchni 42 5m2 na ul.Newtona (os.Kopernika Grunwald). Lokal po³o¿ony jest na 9 piêtrze 11-piêtrowego bloku z p³yty. Budynek odnowiony i ocieplony nowa winda klatki po remoncie oddzielny/zamykany...,2.0, drugie piêtro 
243.162,2,42.66,1,Poznañ Wilda ul. Rolna 37 I 39,Nieruchomoœci Mieszkania Nieruchomoœci Mieszkania,2.0, drugie piêtro 
643.987,3,44.76,3,Poznañ Stare Miasto ul. Dominikañska,Zapraszamy do zapoznania siê z now¹ inwestycj¹ firmy Jakœ-Bud! Dominikañska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie ju¿ od 7.960 z³./m2 brutto. Ulica Dominikañska znajduje siê w samym sercu Poznania i...,3.0, trzecie
199.0,2,37.9,1,Poznañ,Polecam na sprzeda¿ mieszkanie po³o¿one w Poznaniu na dzielnicy Je¿yce przy ulicy Szpitalnej na osiedlu Nowy Œwiat. Mieszkanie sk³ada siê z: dwóch pokoi kuchni ³azienki z wc i przedpokoju o ³¹cznej powierzchni 37 90 m2. Do mieszkania...,2.0, drugie piêtro 
168.0,1,37.0,1,Poznañ Wilda ul. Ch³apowskiego,Mieszkanie po³o¿one jest na wysokim parterze kamienicy mieszkalnej. Dobrze zorganizowana Wspólnota Mieszkaniowa wykona³a kompleksow¹ rewitalizacjê tego obiektu. Budynek posiada now¹ elewacjê zewnêtrzn¹ wyremontowana sieñ g³ówn¹ nowy dach nowe...,nan,nan
305.0,2,54.0,1,Poznañ Naramowice ul. B³a¿eja,Na sprzeda¿ bardzo ³adne i zadbane mieszkanie w bloku z 2006 roku przy spokojnej ulicy B³a¿eja s¹siaduj¹cej z rezerwatem ¯urawiniec. Mieszkanie idealne dla osób szukaj¹cych lokalu gotowego do zamieszkania nie wymaga ¿adnych nak³adów finansowych....,2.0, drugie piêtro 
355.0,2,48.0,1,Poznañ Pi¹tkowo ul. Os. Stefana Batorego,Na sprzeda¿ 2-pokojowe mieszkanie o powierzchni 48 m2 na os. Stefana Batorego (nowa czêœæ osiedla granicz¹ca z kampusem Morasko). Mieszkanie sk³ada siê z: - du¿y pokój - 17 m2 z balkonem o powierzchni 13 m2 z szaf¹ suwan¹ o szer. 3 3 m -...,2.0, drugie piêtro 
370.496,3,66.16,1,Poznañ Wilda ul. Rolna 37 I 39,Nieruchomoœci Mieszkania Nieruchomoœci Mieszkania,3.0, trzecie
325.0,2,38.0,1,Poznañ Nowe Miasto Rataje ul. Katowicka Milczañska,Polecam na sprzeda¿ s³oneczne 2-pokojowe mieszkanie na spokojnym osiedlu Budimexu Zielony Taras przy ul. Milczañskiej. Metra¿ 38 m2. Uk³ad: salon z aneksem kuchennym oddzielna sypialnia ³azienka z toalet¹ korytarz . Mieszkanie na...,2.0, drugie piêtro 
339.0,3,58.0,1,Poznañ Je¿yce Podolany Pi¹tkowo,Lokalizacja: Podolany kompleks niskich budynków z 2009 roku ogrodzonych z wjazdem na posesjê gdzie znajduj¹ siê miejsca parkingowe plac zabaw teren uporz¹dkowany z zieleni¹. Budynki dwupiêtrowe z hal¹ gara¿ow¹ .Obok przystanki komunikacji...,3.0, trzecie
